date,region,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-06-26,British Columbia,-18.0,5.0,103.0,-39.0,-36.0,9.0
2020-06-27,British Columbia,-20.0,4.0,79.0,-34.0,-16.0,5.0
2020-06-28,British Columbia,-15.0,0.0,157.0,-26.0,-13.0,2.0
2020-06-29,British Columbia,-12.0,6.0,154.0,-40.0,-40.0,10.0
2020-06-30,British Columbia,-8.0,12.0,115.0,-42.0,-39.0,11.0
2020-07-01,British Columbia,-21.0,3.0,90.0,-54.0,-70.0,19.0
2020-07-02,British Columbia,-16.0,8.0,93.0,-44.0,-42.0,13.0
2020-07-03,British Columbia,-16.0,5.0,58.0,-44.0,-42.0,11.0
2020-07-04,British Columbia,-18.0,4.0,134.0,-31.0,-16.0,4.0
2020-07-05,British Columbia,-11.0,1.0,189.0,-23.0,-15.0,0.0
2020-07-06,British Columbia,-13.0,7.0,130.0,-40.0,-40.0,10.0
2020-07-07,British Columbia,-13.0,8.0,119.0,-42.0,-39.0,11.0
2020-07-08,British Columbia,-13.0,7.0,136.0,-39.0,-39.0,10.0
2020-07-09,British Columbia,-15.0,9.0,99.0,-43.0,-39.0,12.0
2020-07-10,British Columbia,-13.0,7.0,160.0,-37.0,-37.0,8.0
2020-07-11,British Columbia,-20.0,3.0,55.0,-37.0,-15.0,5.0
2020-07-12,British Columbia,-12.0,3.0,156.0,-26.0,-14.0,2.0
2020-07-13,British Columbia,-12.0,8.0,155.0,-39.0,-39.0,9.0
2020-07-14,British Columbia,-11.0,9.0,207.0,-40.0,-38.0,10.0
2020-07-15,British Columbia,-11.0,9.0,183.0,-38.0,-38.0,9.0
2020-07-16,British Columbia,-13.0,11.0,136.0,-40.0,-38.0,10.0
2020-07-17,British Columbia,-13.0,9.0,152.0,-37.0,-37.0,8.0
2020-07-18,British Columbia,-16.0,7.0,158.0,-28.0,-14.0,2.0
2020-07-19,British Columbia,-10.0,4.0,181.0,-23.0,-15.0,0.0
2020-07-20,British Columbia,-10.0,10.0,172.0,-39.0,-40.0,8.0
2020-07-21,British Columbia,-10.0,12.0,203.0,-40.0,-38.0,10.0
2020-07-22,British Columbia,-11.0,11.0,160.0,-39.0,-38.0,9.0
2020-07-23,British Columbia,-13.0,9.0,136.0,-40.0,-37.0,10.0
2020-07-24,British Columbia,-15.0,7.0,133.0,-38.0,-36.0,8.0
2020-07-25,British Columbia,-16.0,6.0,156.0,-29.0,-14.0,2.0
2020-07-26,British Columbia,-12.0,2.0,190.0,-25.0,-14.0,0.0
2020-07-27,British Columbia,-11.0,9.0,168.0,-39.0,-40.0,9.0
2020-07-28,British Columbia,-11.0,10.0,192.0,-41.0,-38.0,10.0
2020-07-29,British Columbia,-10.0,11.0,184.0,-38.0,-39.0,9.0
2020-07-30,British Columbia,-10.0,14.0,188.0,-38.0,-39.0,9.0
2020-07-31,British Columbia,-12.0,13.0,165.0,-35.0,-40.0,7.0
2020-08-01,British Columbia,-17.0,8.0,161.0,-29.0,-18.0,2.0
2020-08-02,British Columbia,-11.0,2.0,191.0,-27.0,-18.0,0.0
2020-08-03,British Columbia,-12.0,9.0,231.0,-46.0,-72.0,14.0
2020-08-04,British Columbia,-10.0,13.0,206.0,-37.0,-40.0,9.0
2020-08-05,British Columbia,-10.0,12.0,190.0,-36.0,-40.0,9.0
2020-08-06,British Columbia,-14.0,9.0,93.0,-42.0,-40.0,11.0
2020-08-07,British Columbia,-15.0,5.0,93.0,-38.0,-38.0,9.0
2020-08-08,British Columbia,-17.0,6.0,116.0,-30.0,-14.0,4.0
2020-08-09,British Columbia,-12.0,2.0,184.0,-23.0,-15.0,0.0
2020-08-10,British Columbia,-12.0,8.0,157.0,-39.0,-40.0,8.0
2020-08-11,British Columbia,-11.0,7.0,174.0,-40.0,-38.0,10.0
2020-08-12,British Columbia,-13.0,7.0,158.0,-37.0,-39.0,9.0
2020-08-13,British Columbia,-13.0,9.0,169.0,-38.0,-39.0,9.0
2020-08-14,British Columbia,-14.0,8.0,168.0,-34.0,-38.0,7.0
2020-08-15,British Columbia,-17.0,7.0,154.0,-27.0,-15.0,2.0
2020-08-16,British Columbia,-13.0,2.0,188.0,-22.0,-16.0,0.0
2020-08-17,British Columbia,-13.0,8.0,157.0,-38.0,-41.0,8.0
2020-08-18,British Columbia,-12.0,8.0,198.0,-40.0,-38.0,9.0
2020-08-19,British Columbia,-14.0,6.0,156.0,-38.0,-39.0,9.0
2020-08-20,British Columbia,-15.0,8.0,86.0,-42.0,-39.0,11.0
2020-08-21,British Columbia,-18.0,4.0,77.0,-40.0,-38.0,9.0
2020-08-22,British Columbia,-17.0,5.0,131.0,-28.0,-13.0,3.0
2020-08-23,British Columbia,-14.0,0.0,144.0,-24.0,-15.0,1.0
2020-08-24,British Columbia,-13.0,6.0,133.0,-38.0,-39.0,9.0
2020-08-25,British Columbia,-12.0,7.0,183.0,-39.0,-37.0,9.0
2020-08-26,British Columbia,-11.0,9.0,166.0,-36.0,-38.0,8.0
2020-08-27,British Columbia,-12.0,11.0,169.0,-38.0,-37.0,8.0
2020-08-28,British Columbia,-13.0,7.0,163.0,-34.0,-36.0,6.0
2020-08-29,British Columbia,-17.0,6.0,120.0,-29.0,-14.0,2.0
2020-08-30,British Columbia,-13.0,0.0,115.0,-26.0,-15.0,1.0
2020-08-31,British Columbia,-12.0,7.0,104.0,-38.0,-39.0,8.0
2020-09-01,British Columbia,-11.0,9.0,156.0,-38.0,-37.0,9.0
2020-09-02,British Columbia,-13.0,6.0,141.0,-37.0,-38.0,9.0
2020-09-03,British Columbia,-13.0,9.0,152.0,-38.0,-38.0,8.0
2020-09-04,British Columbia,-13.0,9.0,150.0,-35.0,-38.0,6.0
2020-09-05,British Columbia,-17.0,5.0,126.0,-31.0,-19.0,3.0
2020-09-06,British Columbia,-10.0,-1.0,176.0,-25.0,-18.0,0.0
2020-09-07,British Columbia,-13.0,8.0,210.0,-45.0,-73.0,13.0
2020-09-08,British Columbia,-12.0,9.0,141.0,-38.0,-38.0,9.0
2020-09-09,British Columbia,-15.0,5.0,145.0,-39.0,-37.0,9.0
2020-09-10,British Columbia,-15.0,8.0,145.0,-40.0,-37.0,9.0
2020-09-11,British Columbia,-16.0,5.0,119.0,-37.0,-35.0,7.0
2020-09-12,British Columbia,-20.0,3.0,64.0,-37.0,-14.0,5.0
2020-09-13,British Columbia,-19.0,-1.0,42.0,-36.0,-16.0,4.0
2020-09-14,British Columbia,-18.0,1.0,34.0,-44.0,-34.0,10.0
2020-09-15,British Columbia,-15.0,6.0,78.0,-43.0,-32.0,10.0
2020-09-16,British Columbia,-18.0,-1.0,75.0,-41.0,-34.0,9.0
2020-09-17,British Columbia,-19.0,1.0,74.0,-43.0,-34.0,9.0
2020-09-18,British Columbia,-17.0,1.0,65.0,-40.0,-32.0,8.0
2020-09-19,British Columbia,-18.0,2.0,44.0,-38.0,-13.0,5.0
2020-09-20,British Columbia,-14.0,0.0,107.0,-31.0,-13.0,3.0
2020-09-21,British Columbia,-17.0,1.0,77.0,-42.0,-34.0,9.0
2020-09-22,British Columbia,-16.0,4.0,107.0,-43.0,-32.0,9.0
2020-09-23,British Columbia,-22.0,-3.0,15.0,-47.0,-34.0,11.0
2020-09-24,British Columbia,-19.0,3.0,39.0,-47.0,-32.0,11.0
2020-09-25,British Columbia,-17.0,2.0,51.0,-43.0,-32.0,9.0
2020-09-26,British Columbia,-19.0,4.0,19.0,-41.0,-12.0,6.0
2020-09-27,British Columbia,-15.0,0.0,74.0,-35.0,-13.0,4.0
2020-09-28,British Columbia,-16.0,3.0,82.0,-42.0,-32.0,9.0
2020-09-29,British Columbia,-15.0,5.0,117.0,-41.0,-30.0,9.0
2020-09-30,British Columbia,-16.0,4.0,92.0,-40.0,-32.0,8.0
2020-10-01,British Columbia,-18.0,6.0,70.0,-43.0,-30.0,9.0
2020-10-02,British Columbia,-17.0,3.0,86.0,-38.0,-28.0,7.0
2020-10-03,British Columbia,-17.0,4.0,73.0,-35.0,-12.0,4.0
2020-10-04,British Columbia,-17.0,0.0,56.0,-35.0,-15.0,4.0
2020-10-05,British Columbia,-18.0,4.0,58.0,-43.0,-31.0,9.0
2020-10-06,British Columbia,-16.0,6.0,93.0,-43.0,-30.0,9.0
2020-10-07,British Columbia,-18.0,3.0,82.0,-41.0,-30.0,9.0
2020-10-08,British Columbia,-19.0,7.0,56.0,-43.0,-30.0,10.0
2020-10-09,British Columbia,-20.0,6.0,10.0,-43.0,-31.0,9.0
2020-10-10,British Columbia,-20.0,12.0,33.0,-37.0,-15.0,5.0
2020-10-11,British Columbia,-28.0,-7.0,-3.0,-46.0,-18.0,5.0
2020-10-12,British Columbia,-28.0,-1.0,86.0,-54.0,-74.0,17.0
2020-10-13,British Columbia,-22.0,0.0,35.0,-45.0,-32.0,11.0
2020-10-14,British Columbia,-19.0,2.0,65.0,-42.0,-30.0,10.0
2020-10-15,British Columbia,-19.0,4.0,49.0,-45.0,-29.0,10.0
2020-10-16,British Columbia,-19.0,2.0,20.0,-42.0,-28.0,9.0
2020-10-17,British Columbia,-18.0,5.0,33.0,-37.0,-12.0,6.0
2020-10-18,British Columbia,-20.0,-2.0,19.0,-39.0,-16.0,6.0
2020-10-19,British Columbia,-20.0,2.0,34.0,-45.0,-30.0,10.0
2020-10-20,British Columbia,-15.0,6.0,69.0,-43.0,-28.0,10.0
2020-10-21,British Columbia,-16.0,6.0,61.0,-40.0,-28.0,9.0
2020-10-22,British Columbia,-17.0,5.0,55.0,-43.0,-28.0,10.0
2020-10-23,British Columbia,-22.0,-2.0,-9.0,-46.0,-34.0,11.0
2020-10-24,British Columbia,-15.0,8.0,41.0,-36.0,-11.0,5.0
2020-10-25,British Columbia,-17.0,-1.0,35.0,-38.0,-15.0,5.0
2020-10-26,British Columbia,-20.0,2.0,29.0,-45.0,-29.0,10.0
2020-10-27,British Columbia,-19.0,3.0,31.0,-46.0,-27.0,11.0
2020-10-28,British Columbia,-19.0,3.0,28.0,-44.0,-28.0,11.0
2020-10-29,British Columbia,-19.0,6.0,28.0,-45.0,-27.0,10.0
2020-10-30,British Columbia,-17.0,6.0,36.0,-41.0,-25.0,8.0
2020-10-31,British Columbia,-17.0,9.0,55.0,-34.0,-10.0,5.0
2020-11-01,British Columbia,-17.0,-1.0,68.0,-35.0,-15.0,4.0
2020-11-02,British Columbia,-21.0,2.0,32.0,-45.0,-28.0,10.0
2020-11-03,British Columbia,-24.0,-3.0,-4.0,-50.0,-28.0,12.0
2020-11-04,British Columbia,-24.0,-3.0,8.0,-47.0,-29.0,12.0
2020-11-05,British Columbia,-22.0,1.0,26.0,-47.0,-27.0,11.0
2020-11-06,British Columbia,-19.0,2.0,39.0,-43.0,-26.0,9.0
2020-11-07,British Columbia,-20.0,2.0,26.0,-41.0,-12.0,7.0
2020-11-08,British Columbia,-20.0,-2.0,54.0,-41.0,-17.0,6.0
2020-11-09,British Columbia,-25.0,-3.0,-7.0,-51.0,-30.0,12.0
2020-11-10,British Columbia,-20.0,3.0,23.0,-49.0,-30.0,12.0
2020-11-11,British Columbia,-27.0,-1.0,48.0,-61.0,-70.0,23.0
2020-11-12,British Columbia,-27.0,-3.0,-10.0,-53.0,-31.0,14.0
2020-11-13,British Columbia,-24.0,0.0,2.0,-50.0,-30.0,12.0
2020-11-14,British Columbia,-25.0,0.0,-7.0,-49.0,-15.0,10.0
2020-11-15,British Columbia,-24.0,-5.0,21.0,-46.0,-18.0,8.0
2020-11-16,British Columbia,-28.0,-7.0,-20.0,-53.0,-31.0,13.0
2020-11-17,British Columbia,-25.0,-1.0,9.0,-52.0,-29.0,13.0
2020-11-18,British Columbia,-25.0,-2.0,-8.0,-51.0,-30.0,13.0
2020-11-19,British Columbia,-24.0,2.0,9.0,-52.0,-29.0,13.0
2020-11-20,British Columbia,-24.0,1.0,-4.0,-51.0,-29.0,12.0
2020-11-21,British Columbia,-24.0,3.0,14.0,-48.0,-14.0,9.0
2020-11-22,British Columbia,-27.0,-5.0,-9.0,-52.0,-20.0,9.0
2020-11-23,British Columbia,-26.0,-1.0,-1.0,-53.0,-31.0,13.0
2020-11-24,British Columbia,-27.0,-3.0,-2.0,-54.0,-30.0,14.0
2020-11-25,British Columbia,-25.0,-1.0,20.0,-50.0,-31.0,13.0
2020-11-26,British Columbia,-26.0,0.0,-4.0,-54.0,-30.0,14.0
2020-11-27,British Columbia,-23.0,1.0,0.0,-50.0,-30.0,12.0
2020-11-28,British Columbia,-24.0,2.0,25.0,-46.0,-13.0,9.0
2020-11-29,British Columbia,-25.0,-4.0,13.0,-49.0,-19.0,8.0
2020-02-15,Manitoba,5.0,2.0,20.0,1.0,1.0,0.0
2020-02-16,Manitoba,10.0,0.0,26.0,-4.0,-4.0,-2.0
2020-02-17,Manitoba,-19.0,-24.0,60.0,-37.0,-69.0,17.0
2020-02-18,Manitoba,3.0,6.0,4.0,-5.0,-1.0,1.0
2020-02-19,Manitoba,0.0,-1.0,0.0,-9.0,0.0,1.0
2020-02-20,Manitoba,9.0,12.0,28.0,-7.0,2.0,0.0
2020-02-21,Manitoba,5.0,3.0,28.0,-2.0,0.0,0.0
2020-02-22,Manitoba,8.0,3.0,63.0,11.0,7.0,-1.0
2020-02-23,Manitoba,5.0,4.0,45.0,1.0,2.0,-1.0
2020-02-24,Manitoba,5.0,1.0,12.0,2.0,2.0,1.0
2020-02-25,Manitoba,1.0,3.0,10.0,-1.0,4.0,1.0
2020-02-26,Manitoba,8.0,5.0,3.0,4.0,4.0,0.0
2020-02-27,Manitoba,11.0,10.0,12.0,-4.0,6.0,0.0
2020-02-28,Manitoba,6.0,5.0,4.0,1.0,3.0,0.0
2020-02-29,Manitoba,11.0,7.0,16.0,8.0,7.0,0.0
2020-03-01,Manitoba,5.0,5.0,4.0,3.0,3.0,0.0
2020-03-02,Manitoba,1.0,1.0,0.0,-2.0,3.0,1.0
2020-03-03,Manitoba,7.0,7.0,15.0,2.0,4.0,0.0
2020-03-04,Manitoba,2.0,1.0,3.0,-2.0,3.0,1.0
2020-03-05,Manitoba,4.0,8.0,10.0,2.0,3.0,1.0
2020-03-06,Manitoba,7.0,2.0,-2.0,-1.0,2.0,0.0
2020-03-07,Manitoba,10.0,7.0,16.0,6.0,6.0,0.0
2020-03-08,Manitoba,4.0,2.0,-2.0,-4.0,2.0,1.0
2020-03-09,Manitoba,4.0,2.0,3.0,-5.0,3.0,1.0
2020-03-10,Manitoba,4.0,7.0,14.0,-1.0,4.0,1.0
2020-03-11,Manitoba,7.0,8.0,9.0,-3.0,4.0,0.0
2020-03-12,Manitoba,12.0,33.0,5.0,-6.0,5.0,0.0
2020-03-13,Manitoba,4.0,41.0,-14.0,-12.0,-5.0,3.0
2020-03-14,Manitoba,-7.0,23.0,-23.0,-12.0,1.0,4.0
2020-03-15,Manitoba,-18.0,3.0,-20.0,-22.0,-7.0,4.0
2020-03-16,Manitoba,-11.0,18.0,-19.0,-29.0,-11.0,7.0
2020-03-17,Manitoba,-19.0,19.0,-16.0,-31.0,-17.0,10.0
2020-03-18,Manitoba,-25.0,13.0,-28.0,-41.0,-23.0,12.0
2020-03-19,Manitoba,-29.0,12.0,-27.0,-48.0,-27.0,14.0
2020-03-20,Manitoba,-31.0,8.0,-31.0,-46.0,-31.0,15.0
2020-03-21,Manitoba,-45.0,-9.0,-25.0,-41.0,-24.0,12.0
2020-03-22,Manitoba,-51.0,-21.0,-16.0,-50.0,-32.0,10.0
2020-03-23,Manitoba,-41.0,-11.0,-3.0,-54.0,-40.0,17.0
2020-03-24,Manitoba,-45.0,-11.0,-32.0,-57.0,-42.0,19.0
2020-03-25,Manitoba,-45.0,-14.0,-19.0,-57.0,-43.0,19.0
2020-03-26,Manitoba,-43.0,-7.0,-18.0,-60.0,-43.0,20.0
2020-03-27,Manitoba,-40.0,-5.0,-14.0,-57.0,-44.0,20.0
2020-03-28,Manitoba,-46.0,-13.0,-9.0,-50.0,-33.0,13.0
2020-03-29,Manitoba,-49.0,-21.0,-9.0,-56.0,-36.0,11.0
2020-03-30,Manitoba,-38.0,-12.0,4.0,-57.0,-47.0,18.0
2020-03-31,Manitoba,-36.0,-4.0,2.0,-58.0,-47.0,19.0
2020-04-01,Manitoba,-46.0,-14.0,-24.0,-62.0,-49.0,20.0
2020-04-02,Manitoba,-59.0,-28.0,-55.0,-68.0,-52.0,24.0
2020-04-03,Manitoba,-55.0,-24.0,-60.0,-65.0,-54.0,25.0
2020-04-04,Manitoba,-54.0,-23.0,-52.0,-57.0,-37.0,16.0
2020-04-05,Manitoba,-54.0,-29.0,-30.0,-61.0,-40.0,12.0
2020-04-06,Manitoba,-43.0,-17.0,-16.0,-61.0,-48.0,20.0
2020-04-07,Manitoba,-44.0,-9.0,-11.0,-59.0,-49.0,21.0
2020-04-08,Manitoba,-43.0,-12.0,-36.0,-62.0,-49.0,21.0
2020-04-09,Manitoba,-27.0,21.0,-26.0,-59.0,-49.0,19.0
2020-04-10,Manitoba,-75.0,-63.0,-7.0,-73.0,-82.0,33.0
2020-04-11,Manitoba,-42.0,0.0,-42.0,-55.0,-38.0,15.0
2020-04-12,Manitoba,-74.0,-63.0,-35.0,-65.0,-47.0,13.0
2020-04-13,Manitoba,-44.0,-16.0,-38.0,-68.0,-57.0,23.0
2020-04-14,Manitoba,-43.0,-10.0,-25.0,-60.0,-48.0,21.0
2020-04-15,Manitoba,-38.0,-10.0,-19.0,-59.0,-48.0,20.0
2020-04-16,Manitoba,-39.0,-6.0,-15.0,-60.0,-47.0,21.0
2020-04-17,Manitoba,-39.0,-10.0,-2.0,-58.0,-48.0,21.0
2020-04-18,Manitoba,-48.0,-19.0,-42.0,-56.0,-33.0,14.0
2020-04-19,Manitoba,-49.0,-27.0,-19.0,-61.0,-36.0,11.0
2020-04-20,Manitoba,-42.0,-16.0,-27.0,-61.0,-46.0,19.0
2020-04-21,Manitoba,-42.0,-12.0,-11.0,-60.0,-47.0,20.0
2020-04-22,Manitoba,-38.0,-9.0,21.0,-57.0,-46.0,19.0
2020-04-23,Manitoba,-36.0,-3.0,39.0,-57.0,-45.0,18.0
2020-04-24,Manitoba,-39.0,-10.0,8.0,-56.0,-46.0,19.0
2020-04-25,Manitoba,-46.0,-18.0,-29.0,-53.0,-31.0,13.0
2020-04-26,Manitoba,-44.0,-22.0,14.0,-55.0,-34.0,9.0
2020-04-27,Manitoba,-34.0,-10.0,35.0,-56.0,-45.0,17.0
2020-04-28,Manitoba,-36.0,-5.0,-9.0,-55.0,-46.0,13.0
2020-04-29,Manitoba,-31.0,-2.0,43.0,-52.0,-45.0,17.0
2020-04-30,Manitoba,-30.0,1.0,49.0,-54.0,-44.0,17.0
2020-05-01,Manitoba,-37.0,-10.0,-22.0,-58.0,-45.0,20.0
2020-05-02,Manitoba,-42.0,-14.0,-23.0,-50.0,-29.0,12.0
2020-05-03,Manitoba,-39.0,-16.0,18.0,-53.0,-30.0,8.0
2020-05-04,Manitoba,-28.0,-9.0,23.0,-55.0,-42.0,16.0
2020-05-05,Manitoba,-27.0,0.0,52.0,-50.0,-42.0,16.0
2020-05-06,Manitoba,-26.0,-2.0,45.0,-51.0,-42.0,16.0
2020-05-07,Manitoba,-25.0,4.0,27.0,-55.0,-41.0,17.0
2020-05-08,Manitoba,-28.0,0.0,20.0,-53.0,-42.0,17.0
2020-05-09,Manitoba,-29.0,3.0,10.0,-45.0,-23.0,10.0
2020-05-10,Manitoba,-27.0,-4.0,22.0,-51.0,-24.0,6.0
2020-05-11,Manitoba,-27.0,-7.0,27.0,-53.0,-41.0,16.0
2020-05-12,Manitoba,-26.0,0.0,73.0,-49.0,-40.0,15.0
2020-05-13,Manitoba,-29.0,-4.0,-20.0,-57.0,-41.0,17.0
2020-05-14,Manitoba,-24.0,7.0,13.0,-54.0,-40.0,16.0
2020-05-15,Manitoba,-23.0,6.0,81.0,-50.0,-43.0,14.0
2020-05-16,Manitoba,-28.0,-2.0,110.0,-44.0,-24.0,6.0
2020-05-17,Manitoba,-22.0,0.0,191.0,-45.0,-26.0,3.0
2020-05-18,Manitoba,-37.0,-26.0,197.0,-65.0,-77.0,19.0
2020-05-19,Manitoba,-17.0,12.0,90.0,-47.0,-40.0,13.0
2020-05-20,Manitoba,-10.0,15.0,89.0,-45.0,-39.0,13.0
2020-05-21,Manitoba,-12.0,14.0,79.0,-47.0,-39.0,14.0
2020-05-22,Manitoba,-18.0,6.0,78.0,-47.0,-38.0,13.0
2020-05-23,Manitoba,-22.0,1.0,86.0,-38.0,-16.0,6.0
2020-05-24,Manitoba,-24.0,-6.0,69.0,-45.0,-22.0,5.0
2020-05-25,Manitoba,-12.0,4.0,94.0,-45.0,-38.0,12.0
2020-05-26,Manitoba,-17.0,4.0,78.0,-47.0,-37.0,13.0
2020-05-27,Manitoba,-10.0,10.0,108.0,-42.0,-36.0,12.0
2020-05-28,Manitoba,-15.0,12.0,29.0,-50.0,-36.0,14.0
2020-05-29,Manitoba,-18.0,6.0,72.0,-47.0,-37.0,13.0
2020-05-30,Manitoba,-20.0,2.0,125.0,-32.0,-10.0,4.0
2020-05-31,Manitoba,-18.0,0.0,160.0,-37.0,-12.0,1.0
2020-06-01,Manitoba,-7.0,8.0,101.0,-44.0,-34.0,10.0
2020-06-02,Manitoba,-10.0,11.0,114.0,-41.0,-33.0,11.0
2020-06-03,Manitoba,-8.0,9.0,110.0,-42.0,-32.0,11.0
2020-06-04,Manitoba,-5.0,17.0,110.0,-42.0,-31.0,11.0
2020-06-05,Manitoba,-11.0,6.0,99.0,-42.0,-33.0,10.0
2020-06-06,Manitoba,-20.0,-3.0,83.0,-42.0,-11.0,5.0
2020-06-07,Manitoba,-19.0,-4.0,69.0,-45.0,-14.0,3.0
2020-06-08,Manitoba,-8.0,4.0,82.0,-47.0,-32.0,11.0
2020-06-09,Manitoba,-11.0,5.0,48.0,-47.0,-32.0,12.0
2020-06-10,Manitoba,-4.0,9.0,84.0,-42.0,-31.0,11.0
2020-06-11,Manitoba,-3.0,15.0,107.0,-41.0,-30.0,10.0
2020-06-12,Manitoba,-7.0,9.0,139.0,-40.0,-32.0,8.0
2020-06-13,Manitoba,-13.0,3.0,168.0,-28.0,-6.0,2.0
2020-06-14,Manitoba,-11.0,0.0,175.0,-36.0,-10.0,0.0
2020-06-15,Manitoba,-2.0,9.0,119.0,-42.0,-32.0,9.0
2020-06-16,Manitoba,-5.0,11.0,130.0,-40.0,-31.0,10.0
2020-06-17,Manitoba,-5.0,8.0,78.0,-43.0,-32.0,11.0
2020-06-18,Manitoba,-2.0,15.0,80.0,-42.0,-30.0,10.0
2020-06-19,Manitoba,-3.0,12.0,130.0,-40.0,-32.0,6.0
2020-06-20,Manitoba,-13.0,4.0,84.0,-34.0,-5.0,4.0
2020-06-21,Manitoba,-6.0,3.0,114.0,-37.0,-6.0,-1.0
2020-06-22,Manitoba,-1.0,5.0,124.0,-40.0,-33.0,9.0
2020-06-23,Manitoba,-2.0,9.0,141.0,-39.0,-32.0,9.0
2020-06-24,Manitoba,1.0,13.0,177.0,-37.0,-31.0,8.0
2020-06-25,Manitoba,0.0,16.0,120.0,-39.0,-30.0,9.0
2020-06-26,Manitoba,-3.0,14.0,168.0,-37.0,-31.0,6.0
2020-06-27,Manitoba,-12.0,3.0,189.0,-30.0,-8.0,1.0
2020-06-28,Manitoba,-9.0,0.0,190.0,-38.0,-9.0,-1.0
2020-06-29,Manitoba,5.0,14.0,146.0,-39.0,-34.0,8.0
2020-06-30,Manitoba,12.0,36.0,164.0,-37.0,-33.0,7.0
2020-07-01,Manitoba,-38.0,-37.0,309.0,-58.0,-71.0,16.0
2020-07-02,Manitoba,7.0,33.0,185.0,-40.0,-38.0,8.0
2020-07-03,Manitoba,-3.0,14.0,174.0,-43.0,-41.0,8.0
2020-07-04,Manitoba,-14.0,0.0,128.0,-34.0,-7.0,3.0
2020-07-05,Manitoba,-10.0,-3.0,153.0,-34.0,-11.0,-1.0
2020-07-06,Manitoba,3.0,11.0,173.0,-37.0,-35.0,8.0
2020-07-07,Manitoba,1.0,15.0,189.0,-35.0,-35.0,8.0
2020-07-08,Manitoba,5.0,15.0,156.0,-35.0,-33.0,8.0
2020-07-09,Manitoba,6.0,21.0,159.0,-37.0,-32.0,7.0
2020-07-10,Manitoba,-3.0,10.0,175.0,-35.0,-34.0,6.0
2020-07-11,Manitoba,-9.0,4.0,189.0,-26.0,-6.0,0.0
2020-07-12,Manitoba,-6.0,0.0,216.0,-30.0,-10.0,-3.0
2020-07-13,Manitoba,-3.0,2.0,82.0,-42.0,-36.0,10.0
2020-07-14,Manitoba,1.0,13.0,173.0,-37.0,-34.0,8.0
2020-07-15,Manitoba,3.0,11.0,158.0,-38.0,-33.0,8.0
2020-07-16,Manitoba,5.0,21.0,185.0,-38.0,-32.0,7.0
2020-07-17,Manitoba,-7.0,5.0,123.0,-41.0,-35.0,7.0
2020-07-18,Manitoba,-10.0,4.0,136.0,-30.0,-7.0,1.0
2020-07-19,Manitoba,-2.0,3.0,199.0,-29.0,-10.0,-2.0
2020-07-20,Manitoba,3.0,10.0,160.0,-38.0,-35.0,8.0
2020-07-21,Manitoba,1.0,13.0,170.0,-38.0,-34.0,8.0
2020-07-22,Manitoba,2.0,10.0,186.0,-38.0,-33.0,7.0
2020-07-23,Manitoba,1.0,15.0,156.0,-40.0,-32.0,8.0
2020-07-24,Manitoba,-7.0,8.0,144.0,-42.0,-34.0,7.0
2020-07-25,Manitoba,-13.0,1.0,167.0,-30.0,-7.0,1.0
2020-07-26,Manitoba,-6.0,1.0,219.0,-31.0,-9.0,-3.0
2020-07-27,Manitoba,1.0,9.0,169.0,-39.0,-36.0,8.0
2020-07-28,Manitoba,-2.0,11.0,192.0,-39.0,-35.0,8.0
2020-07-29,Manitoba,4.0,15.0,179.0,-39.0,-35.0,7.0
2020-07-30,Manitoba,6.0,22.0,189.0,-40.0,-35.0,7.0
2020-07-31,Manitoba,-2.0,15.0,156.0,-40.0,-37.0,6.0
2020-08-01,Manitoba,-12.0,1.0,202.0,-32.0,-11.0,-1.0
2020-08-02,Manitoba,-7.0,0.0,292.0,-38.0,-14.0,-3.0
2020-08-04,Manitoba,0.0,17.0,179.0,-41.0,-37.0,8.0
2020-08-05,Manitoba,4.0,16.0,172.0,-41.0,-35.0,7.0
2020-08-06,Manitoba,4.0,21.0,190.0,-41.0,-34.0,7.0
2020-08-07,Manitoba,-7.0,6.0,151.0,-43.0,-36.0,6.0
2020-08-08,Manitoba,-12.0,0.0,193.0,-33.0,-7.0,0.0
2020-08-09,Manitoba,-10.0,-3.0,141.0,-35.0,-13.0,-1.0
2020-08-10,Manitoba,-1.0,7.0,157.0,-40.0,-35.0,7.0
2020-08-11,Manitoba,-4.0,10.0,195.0,-43.0,-34.0,8.0
2020-08-12,Manitoba,-3.0,8.0,174.0,-43.0,-34.0,7.0
2020-08-13,Manitoba,-5.0,10.0,102.0,-47.0,-34.0,9.0
2020-08-14,Manitoba,-13.0,0.0,71.0,-49.0,-36.0,9.0
2020-08-15,Manitoba,-14.0,1.0,154.0,-35.0,-7.0,1.0
2020-08-16,Manitoba,-10.0,-3.0,200.0,-37.0,-10.0,-2.0
2020-09-11,Manitoba,-8.0,2.0,98.0,-38.0,-30.0,5.0
2020-09-12,Manitoba,-10.0,-2.0,125.0,-30.0,-5.0,1.0
2020-09-13,Manitoba,-9.0,0.0,100.0,-35.0,-10.0,0.0
2020-09-14,Manitoba,-4.0,-3.0,70.0,-41.0,-28.0,7.0
2020-09-15,Manitoba,-6.0,2.0,79.0,-40.0,-28.0,7.0
2020-09-16,Manitoba,-6.0,-2.0,64.0,-40.0,-28.0,7.0
2020-09-17,Manitoba,-5.0,3.0,71.0,-42.0,-26.0,7.0
